Electricity_Source,ES_Multiplier,Application_Name,Learning_Method,LM_Multiplier,Model_Used,Model_Multiplier,Dataset_Size,Dataset_Size_Category,Dataset_Size_Numeric,Dataset_Size_Multiplier,Data_Type,Data_Type_Multiplier,Dataset_Type,Dataset_Type_Multiplier,GPU_Used,GPU_Multiplier,Training_Time,Power_Consumption,Carbon_Emission,Carbon_Footprint
Wind,0.3,Speech Recognition,Unsupervised,1.5,RNN,1.6,90,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,TPU_v3,0.7,6.171428571428573,4.32,1.296,0
Wind,0.3,Image Classification,Reinforcement,2.0,Decision Tree,1.2,30,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,TPU_v3,0.7,4.114285714285715,2.8800000000000003,0.8640000000000001,0
Natural Gas,2.0,Fraud Detection,Reinforcement,2.0,Transformer,2.2,50,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,TPU_v4,0.6,7.040000000000002,4.224000000000001,8.448000000000002,0
Coal,2.5,Image Classification,Reinforcement,2.0,SVM,1.3,10,Medium,10.0,1.0,Image,1.5,Structured,1.0,V100,1.0,3.12,3.12,7.800000000000001,0
Nuclear,1.0,Autonomous Driving,Self-Supervised,1.8,Random Forest,1.5,50,Large,100.0,1.2,Video,2.0,Structured,1.0,RTX_3090,1.2,7.200000000000001,8.64,8.64,0
Solar,0.5,Fraud Detection,Reinforcement,2.0,RNN,1.6,90,Medium,10.0,1.0,Image,1.5,Unstructured,1.5,A100,0.8,10.8,8.64,4.32,0
Wind,0.3,Chatbot,Supervised,1.2,CNN,1.8,70,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,TPU_v3,0.7,4.443428571428572,3.1104000000000003,0.93312,0
Coal,2.5,Image Classification,Supervised,1.2,RNN,1.6,100,Large,100.0,1.2,Image,1.5,Structured,1.0,TPU_v4,0.6,7.6800000000000015,4.6080000000000005,11.52,1
Coal,2.5,Speech Recognition,Unsupervised,1.5,Transformer,2.2,60,Medium,10.0,1.0,Image,1.5,Structured,1.0,A100,0.8,4.950000000000001,3.960000000000001,9.900000000000002,1
Hydro,0.7,Video Processing,Unsupervised,1.5,SVM,1.3,80,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,RTX_3090,1.2,1.5600000000000005,1.8720000000000003,1.3104000000000002,0
Coal,2.5,Fraud Detection,Self-Supervised,1.8,CNN,1.8,70,Medium,10.0,1.0,Video,2.0,Structured,1.0,V100,1.0,5.184000000000001,5.184000000000001,12.960000000000004,1
Wind,0.3,Image Classification,Unsupervised,1.5,Random Forest,1.5,20,Large,100.0,1.2,Numeric,0.8,Unstructured,1.5,TPU_v4,0.6,7.200000000000001,4.32,1.296,0
Solar,0.5,Fraud Detection,Reinforcement,2.0,RNN,1.6,10,Large,100.0,1.2,Image,1.5,Unstructured,1.5,TPU_v4,0.6,19.200000000000006,11.520000000000003,5.760000000000002,0
Wind,0.3,Fraud Detection,Self-Supervised,1.8,Naive Bayes,1.1,80,Medium,10.0,1.0,Audio,1.8,Structured,1.0,TPU_v3,0.7,4.073142857142858,2.8512000000000004,0.8553600000000001,0
Coal,2.5,Fraud Detection,Supervised,1.2,Naive Bayes,1.1,80,Large,100.0,1.2,Numeric,0.8,Structured,1.0,TPU_v3,0.7,2.413714285714286,1.6896000000000002,4.224,0
Natural Gas,2.0,Autonomous Driving,Reinforcement,2.0,SVM,1.3,10,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,TPU_v4,0.6,7.8,4.68,9.36,1
Solar,0.5,Speech Recognition,Self-Supervised,1.8,RNN,1.6,40,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,A100,0.8,5.184,4.147200000000001,2.0736000000000003,0
Solar,0.5,Speech Recognition,Unsupervised,1.5,RNN,1.6,100,Large,100.0,1.2,Numeric,0.8,Unstructured,1.5,Tesla_T4,1.1,4.18909090909091,4.608000000000001,2.3040000000000007,0
Solar,0.5,Video Processing,Supervised,1.2,Naive Bayes,1.1,80,Large,100.0,1.2,Categorical,1.0,Structured,1.0,A100,0.8,2.64,2.112,1.056,0
Hydro,0.7,Speech Recognition,Unsupervised,1.5,RNN,1.6,60,Medium,10.0,1.0,Image,1.5,Structured,1.0,RTX_3090,1.2,2.400000000000001,2.880000000000001,2.0160000000000005,0
Wind,0.3,Speech Recognition,Reinforcement,2.0,RNN,1.6,70,Large,100.0,1.2,Video,2.0,Unstructured,1.5,RTX_3090,1.2,12.800000000000002,15.360000000000005,4.6080000000000005,0
Nuclear,1.0,Chatbot,Unsupervised,1.5,Random Forest,1.5,100,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,Tesla_T4,1.1,2.4545454545454546,2.7,2.7,0
Nuclear,1.0,Autonomous Driving,Self-Supervised,1.8,Naive Bayes,1.1,60,Small,1.0,0.8,Numeric,0.8,Unstructured,1.5,V100,1.0,4.752000000000001,4.752000000000001,4.752000000000001,0
Solar,0.5,Speech Recognition,Supervised,1.2,Naive Bayes,1.1,90,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,Tesla_T4,1.1,5.183999999999999,5.7024,2.8512,0
Hydro,0.7,Fraud Detection,Self-Supervised,1.8,RNN,1.6,30,Small,1.0,0.8,Categorical,1.0,Structured,1.0,RTX_3090,1.2,4.800000000000001,5.760000000000001,4.032,0
Hydro,0.7,Speech Recognition,Unsupervised,1.5,RNN,1.6,30,Medium,10.0,1.0,Image,1.5,Structured,1.0,RTX_3090,1.2,2.400000000000001,2.880000000000001,2.0160000000000005,0
Solar,0.5,Speech Recognition,Self-Supervised,1.8,Decision Tree,1.2,100,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,A100,0.8,3.24,2.592,1.296,0
Solar,0.5,Video Processing,Supervised,1.2,RNN,1.6,100,Small,1.0,0.8,Video,2.0,Structured,1.0,Tesla_T4,1.1,6.981818181818181,7.679999999999999,3.84,0
Natural Gas,2.0,Image Classification,Unsupervised,1.5,RNN,1.6,50,Large,100.0,1.2,Categorical,1.0,Structured,1.0,TPU_v3,0.7,5.485714285714288,3.840000000000001,7.680000000000002,0
Wind,0.3,Chatbot,Self-Supervised,1.8,SVM,1.3,10,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,TPU_v3,0.7,4.0114285714285725,2.8080000000000007,0.8424000000000001,0
Natural Gas,2.0,Image Classification,Unsupervised,1.5,RNN,1.6,70,Large,100.0,1.2,Categorical,1.0,Structured,1.0,TPU_v3,0.7,5.485714285714288,3.840000000000001,7.680000000000002,0
Wind,0.3,Chatbot,Supervised,1.2,CNN,1.8,10,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,TPU_v3,0.7,4.443428571428572,3.1104000000000003,0.93312,0
Coal,2.5,Speech Recognition,Reinforcement,2.0,Transformer,2.2,60,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,TPU_v4,0.6,10.56,6.336,15.84,1
Wind,0.3,Autonomous Driving,Reinforcement,2.0,Random Forest,1.5,30,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,TPU_v4,0.6,6.0,3.6,1.0799999999999998,0
Nuclear,1.0,Speech Recognition,Supervised,1.2,CNN,1.8,40,Small,1.0,0.8,Image,1.5,Structured,1.0,RTX_3090,1.2,5.4,6.48,6.48,0
Wind,0.3,Autonomous Driving,Reinforcement,2.0,Random Forest,1.5,70,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,TPU_v4,0.6,6.0,3.6,1.0799999999999998,0
Nuclear,1.0,Speech Recognition,Reinforcement,2.0,CNN,1.8,60,Medium,10.0,1.0,Video,2.0,Unstructured,1.5,Tesla_T4,1.1,7.8545454545454545,8.64,8.64,0
Coal,2.5,Video Processing,Unsupervised,1.5,Naive Bayes,1.1,60,Medium,10.0,1.0,Audio,1.8,Structured,1.0,V100,1.0,2.376000000000001,2.376000000000001,5.940000000000002,0
Nuclear,1.0,Video Processing,Self-Supervised,1.8,RNN,1.6,40,Large,100.0,1.2,Numeric,0.8,Unstructured,1.5,A100,0.8,6.912000000000001,5.529600000000001,5.529600000000001,0
Solar,0.5,Video Processing,Supervised,1.2,Decision Tree,1.2,30,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,TPU_v3,0.7,6.171428571428573,4.32,2.16,0
Wind,0.3,Speech Recognition,Unsupervised,1.5,CNN,1.8,20,Small,1.0,0.8,Image,1.5,Unstructured,1.5,Tesla_T4,1.1,11.045454545454549,12.150000000000002,3.645000000000001,0
Hydro,0.7,Video Processing,Reinforcement,2.0,Random Forest,1.5,40,Medium,10.0,1.0,Image,1.5,Structured,1.0,TPU_v4,0.6,9.0,5.4,3.78,0
Nuclear,1.0,Chatbot,Self-Supervised,1.8,RNN,1.6,70,Small,1.0,0.8,Video,2.0,Structured,1.0,TPU_v4,0.6,19.200000000000003,11.52,11.52,1
Coal,2.5,Video Processing,Self-Supervised,1.8,SVM,1.3,20,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,Tesla_T4,1.1,2.5527272727272727,2.8080000000000003,7.0200000000000005,0
Solar,0.5,Chatbot,Self-Supervised,1.8,Transformer,2.2,50,Large,100.0,1.2,Video,2.0,Unstructured,1.5,A100,0.8,23.76,19.008000000000003,9.504,1
Hydro,0.7,Speech Recognition,Unsupervised,1.5,Decision Tree,1.2,40,Large,100.0,1.2,Categorical,1.0,Structured,1.0,TPU_v4,0.6,4.8,2.88,2.016,0
Wind,0.3,Autonomous Driving,Self-Supervised,1.8,Decision Tree,1.2,20,Medium,10.0,1.0,Audio,1.8,Structured,1.0,V100,1.0,4.6656,4.6656,1.39968,0
Solar,0.5,Video Processing,Reinforcement,2.0,CNN,1.8,100,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,TPU_v4,0.6,10.8,6.48,3.24,0
Wind,0.3,Chatbot,Reinforcement,2.0,SVM,1.3,60,Small,1.0,0.8,Numeric,0.8,Structured,1.0,RTX_3090,1.2,3.466666666666667,4.16,1.248,0
Coal,2.5,Image Classification,Reinforcement,2.0,SVM,1.3,60,Medium,10.0,1.0,Image,1.5,Structured,1.0,V100,1.0,3.12,3.12,7.800000000000001,0
Wind,0.3,Fraud Detection,Unsupervised,1.5,RNN,1.6,80,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,Tesla_T4,1.1,6.545454545454546,7.200000000000001,2.16,0
Wind,0.3,Chatbot,Supervised,1.2,Random Forest,1.5,10,Large,100.0,1.2,Numeric,0.8,Unstructured,1.5,RTX_3090,1.2,2.88,3.456,1.0368,0
Wind,0.3,Image Classification,Unsupervised,1.5,Random Forest,1.5,60,Large,100.0,1.2,Numeric,0.8,Unstructured,1.5,TPU_v4,0.6,7.200000000000001,4.32,1.296,0
Wind,0.3,Speech Recognition,Supervised,1.2,RNN,1.6,90,Small,1.0,0.8,Categorical,1.0,Structured,1.0,RTX_3090,1.2,3.2,3.84,1.152,0
Hydro,0.7,Chatbot,Self-Supervised,1.8,Random Forest,1.5,10,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,RTX_3090,1.2,4.860000000000001,5.832000000000002,4.082400000000001,0
Natural Gas,2.0,Image Classification,Supervised,1.2,SVM,1.3,30,Medium,10.0,1.0,Image,1.5,Unstructured,1.5,Tesla_T4,1.1,2.552727272727273,2.8080000000000007,5.616000000000001,0
Hydro,0.7,Autonomous Driving,Self-Supervised,1.8,CNN,1.8,80,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,RTX_3090,1.2,8.100000000000001,9.72,6.804,0
Wind,0.3,Speech Recognition,Self-Supervised,1.8,Naive Bayes,1.1,70,Large,100.0,1.2,Image,1.5,Unstructured,1.5,RTX_3090,1.2,5.940000000000001,7.128000000000001,2.1384000000000003,0
Solar,0.5,Video Processing,Reinforcement,2.0,RNN,1.6,30,Large,100.0,1.2,Image,1.5,Unstructured,1.5,Tesla_T4,1.1,10.472727272727274,11.520000000000003,5.760000000000002,0
Solar,0.5,Speech Recognition,Reinforcement,2.0,Transformer,2.2,40,Medium,10.0,1.0,Video,2.0,Structured,1.0,V100,1.0,10.56,10.56,5.28,0
Wind,0.3,Autonomous Driving,Self-Supervised,1.8,RNN,1.6,20,Medium,10.0,1.0,Audio,1.8,Structured,1.0,V100,1.0,4.147200000000001,4.147200000000001,1.2441600000000002,0
Wind,0.3,Video Processing,Self-Supervised,1.8,SVM,1.3,80,Medium,10.0,1.0,Video,2.0,Structured,1.0,V100,1.0,5.6160000000000005,5.6160000000000005,1.6848,0
Solar,0.5,Speech Recognition,Supervised,1.2,RNN,1.6,100,Large,100.0,1.2,Audio,1.8,Structured,1.0,Tesla_T4,1.1,5.026909090909091,5.5296,2.7648,0
Nuclear,1.0,Fraud Detection,Reinforcement,2.0,RNN,1.6,90,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,RTX_3090,1.2,8.000000000000002,9.6,9.6,1
Wind,0.3,Image Classification,Supervised,1.2,Random Forest,1.5,10,Large,100.0,1.2,Audio,1.8,Structured,1.0,TPU_v4,0.6,8.64,5.184,1.5552,0
Natural Gas,2.0,Fraud Detection,Reinforcement,2.0,Transformer,2.2,20,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,A100,0.8,3.520000000000001,2.8160000000000007,5.6320000000000014,0
Wind,0.3,Chatbot,Reinforcement,2.0,CNN,1.8,30,Large,100.0,1.2,Video,2.0,Structured,1.0,RTX_3090,1.2,9.6,11.52,3.4560000000000004,0
Hydro,0.7,Fraud Detection,Unsupervised,1.5,Naive Bayes,1.1,40,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,Tesla_T4,1.1,1.7999999999999998,1.98,1.386,0
Wind,0.3,Chatbot,Unsupervised,1.5,Naive Bayes,1.1,40,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,V100,1.0,3.564000000000001,3.564000000000001,1.0692000000000002,0
Solar,0.5,Video Processing,Supervised,1.2,Decision Tree,1.2,80,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,TPU_v3,0.7,6.171428571428573,4.32,2.16,0
Nuclear,1.0,Autonomous Driving,Reinforcement,2.0,Random Forest,1.5,100,Medium,10.0,1.0,Image,1.5,Structured,1.0,TPU_v3,0.7,5.142857142857144,3.6000000000000005,3.6000000000000005,0
Wind,0.3,Fraud Detection,Self-Supervised,1.8,Transformer,2.2,100,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,TPU_v3,0.7,5.430857142857144,3.801600000000001,1.1404800000000002,0
Coal,2.5,Fraud Detection,Reinforcement,2.0,SVM,1.3,90,Medium,10.0,1.0,Video,2.0,Structured,1.0,RTX_3090,1.2,5.2,6.24,15.6,1
Wind,0.3,Autonomous Driving,Self-Supervised,1.8,Random Forest,1.5,60,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,RTX_3090,1.2,6.750000000000002,8.100000000000001,2.43,0
Wind,0.3,Fraud Detection,Unsupervised,1.5,SVM,1.3,10,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,V100,1.0,1.5600000000000005,1.5600000000000005,0.4680000000000001,0
Hydro,0.7,Autonomous Driving,Supervised,1.2,Decision Tree,1.2,100,Small,1.0,0.8,Image,1.5,Structured,1.0,RTX_3090,1.2,3.6000000000000005,4.32,3.024,0
Coal,2.5,Autonomous Driving,Reinforcement,2.0,Decision Tree,1.2,80,Medium,10.0,1.0,Image,1.5,Structured,1.0,TPU_v4,0.6,4.8,2.88,7.199999999999999,0
Wind,0.3,Image Classification,Reinforcement,2.0,RNN,1.6,40,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,TPU_v4,0.6,5.12,3.072,0.9216,0
Wind,0.3,Autonomous Driving,Unsupervised,1.5,Decision Tree,1.2,100,Large,100.0,1.2,Video,2.0,Unstructured,1.5,A100,0.8,10.8,8.64,2.592,0
Natural Gas,2.0,Speech Recognition,Supervised,1.2,RNN,1.6,50,Large,100.0,1.2,Image,1.5,Structured,1.0,A100,0.8,5.760000000000001,4.6080000000000005,9.216,1
Solar,0.5,Autonomous Driving,Unsupervised,1.5,SVM,1.3,50,Small,1.0,0.8,Numeric,0.8,Structured,1.0,A100,0.8,3.9,3.120000000000001,1.5600000000000005,0
Wind,0.3,Image Classification,Supervised,1.2,Random Forest,1.5,70,Large,100.0,1.2,Audio,1.8,Structured,1.0,TPU_v4,0.6,8.64,5.184,1.5552,0
Coal,2.5,Image Classification,Self-Supervised,1.8,SVM,1.3,10,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,V100,1.0,10.108800000000002,10.108800000000002,25.27200000000001,1
Nuclear,1.0,Speech Recognition,Self-Supervised,1.8,RNN,1.6,40,Small,1.0,0.8,Audio,1.8,Structured,1.0,A100,0.8,12.960000000000004,10.368000000000002,10.368000000000002,1
Natural Gas,2.0,Image Classification,Supervised,1.2,SVM,1.3,80,Small,1.0,0.8,Categorical,1.0,Structured,1.0,Tesla_T4,1.1,2.8363636363636364,3.12,6.24,0
Coal,2.5,Video Processing,Self-Supervised,1.8,SVM,1.3,70,Medium,10.0,1.0,Video,2.0,Unstructured,1.5,A100,0.8,7.020000000000001,5.616000000000001,14.040000000000004,1
Hydro,0.7,Chatbot,Self-Supervised,1.8,Random Forest,1.5,50,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,RTX_3090,1.2,4.860000000000001,5.832000000000002,4.082400000000001,0
Nuclear,1.0,Fraud Detection,Reinforcement,2.0,Transformer,2.2,60,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,TPU_v4,0.6,5.866666666666668,3.520000000000001,3.520000000000001,0
Coal,2.5,Image Classification,Reinforcement,2.0,Transformer,2.2,60,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,Tesla_T4,1.1,8.64,9.504,23.760000000000005,1
Hydro,0.7,Video Processing,Self-Supervised,1.8,RNN,1.6,90,Medium,10.0,1.0,Video,2.0,Unstructured,1.5,TPU_v3,0.7,14.811428571428577,10.368000000000002,7.257600000000001,0
Natural Gas,2.0,Fraud Detection,Reinforcement,2.0,Naive Bayes,1.1,30,Medium,10.0,1.0,Audio,1.8,Structured,1.0,Tesla_T4,1.1,4.32,4.752000000000001,9.504,1
Coal,2.5,Image Classification,Self-Supervised,1.8,SVM,1.3,20,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,V100,1.0,10.108800000000002,10.108800000000002,25.27200000000001,1
Hydro,0.7,Image Classification,Supervised,1.2,CNN,1.8,40,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,Tesla_T4,1.1,1.256727272727273,1.3824000000000003,0.96768,0
Coal,2.5,Fraud Detection,Supervised,1.2,SVM,1.3,90,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,Tesla_T4,1.1,1.7018181818181817,1.872,4.68,0
Nuclear,1.0,Fraud Detection,Unsupervised,1.5,Random Forest,1.5,80,Small,1.0,0.8,Audio,1.8,Structured,1.0,TPU_v3,0.7,11.571428571428571,8.1,8.1,0
Nuclear,1.0,Chatbot,Unsupervised,1.5,Random Forest,1.5,50,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,Tesla_T4,1.1,2.4545454545454546,2.7,2.7,0
Wind,0.3,Autonomous Driving,Supervised,1.2,Transformer,2.2,60,Large,100.0,1.2,Categorical,1.0,Structured,1.0,V100,1.0,4.224,4.224,1.2672,0
Nuclear,1.0,Fraud Detection,Reinforcement,2.0,Transformer,2.2,70,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,TPU_v4,0.6,8.8,5.28,5.28,0
Natural Gas,2.0,Chatbot,Unsupervised,1.5,Random Forest,1.5,10,Small,1.0,0.8,Video,2.0,Structured,1.0,TPU_v3,0.7,12.857142857142858,9.0,18.0,1
Nuclear,1.0,Fraud Detection,Reinforcement,2.0,RNN,1.6,60,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,RTX_3090,1.2,8.000000000000002,9.6,9.6,1
Natural Gas,2.0,Video Processing,Self-Supervised,1.8,Naive Bayes,1.1,10,Medium,10.0,1.0,Audio,1.8,Structured,1.0,A100,0.8,3.5640000000000005,2.8512000000000004,5.702400000000001,0
Natural Gas,2.0,Image Classification,Reinforcement,2.0,Transformer,2.2,60,Medium,10.0,1.0,Image,1.5,Unstructured,1.5,Tesla_T4,1.1,7.200000000000001,7.920000000000002,15.840000000000003,1
Natural Gas,2.0,Fraud Detection,Supervised,1.2,Transformer,2.2,70,Small,1.0,0.8,Image,1.5,Structured,1.0,TPU_v4,0.6,13.2,7.92,15.84,1
Hydro,0.7,Video Processing,Reinforcement,2.0,Naive Bayes,1.1,90,Large,100.0,1.2,Image,1.5,Structured,1.0,TPU_v3,0.7,7.542857142857145,5.280000000000001,3.6960000000000006,0
Wind,0.3,Speech Recognition,Reinforcement,2.0,RNN,1.6,10,Large,100.0,1.2,Video,2.0,Unstructured,1.5,RTX_3090,1.2,12.800000000000002,15.360000000000005,4.6080000000000005,0
Solar,0.5,Chatbot,Supervised,1.2,Random Forest,1.5,10,Medium,10.0,1.0,Video,2.0,Structured,1.0,TPU_v4,0.6,7.199999999999999,4.319999999999999,2.16,0
Coal,2.5,Video Processing,Self-Supervised,1.8,Transformer,2.2,50,Small,1.0,0.8,Image,1.5,Unstructured,1.5,RTX_3090,1.2,14.85,17.82,44.55,1
Coal,2.5,Fraud Detection,Reinforcement,2.0,Transformer,2.2,40,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,A100,0.8,16.5,13.2,33.0,1
Natural Gas,2.0,Image Classification,Supervised,1.2,SVM,1.3,30,Small,1.0,0.8,Categorical,1.0,Structured,1.0,Tesla_T4,1.1,2.8363636363636364,3.12,6.24,0
Solar,0.5,Chatbot,Unsupervised,1.5,Naive Bayes,1.1,30,Medium,10.0,1.0,Image,1.5,Unstructured,1.5,TPU_v3,0.7,6.364285714285715,4.455,2.2275,0
Wind,0.3,Autonomous Driving,Self-Supervised,1.8,Random Forest,1.5,50,Medium,10.0,1.0,Image,1.5,Unstructured,1.5,A100,0.8,9.1125,7.290000000000001,2.1870000000000003,0
Hydro,0.7,Video Processing,Unsupervised,1.5,SVM,1.3,40,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,RTX_3090,1.2,1.5600000000000005,1.8720000000000003,1.3104000000000002,0
Nuclear,1.0,Fraud Detection,Self-Supervised,1.8,RNN,1.6,70,Large,100.0,1.2,Categorical,1.0,Structured,1.0,RTX_3090,1.2,3.8400000000000007,4.6080000000000005,4.6080000000000005,0
Nuclear,1.0,Speech Recognition,Self-Supervised,1.8,RNN,1.6,70,Small,1.0,0.8,Audio,1.8,Structured,1.0,A100,0.8,12.960000000000004,10.368000000000002,10.368000000000002,1
Nuclear,1.0,Video Processing,Supervised,1.2,Random Forest,1.5,30,Large,100.0,1.2,Categorical,1.0,Unstructured,1.5,Tesla_T4,1.1,3.9272727272727272,4.32,4.32,0
Hydro,0.7,Chatbot,Supervised,1.2,Transformer,2.2,90,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,TPU_v3,0.7,3.620571428571429,2.5344,1.77408,0
Nuclear,1.0,Chatbot,Reinforcement,2.0,Transformer,2.2,80,Small,1.0,0.8,Audio,1.8,Structured,1.0,V100,1.0,15.840000000000002,15.840000000000002,15.840000000000002,1
Natural Gas,2.0,Autonomous Driving,Supervised,1.2,Transformer,2.2,10,Small,1.0,0.8,Audio,1.8,Structured,1.0,V100,1.0,9.504,9.504,19.008000000000003,1
Nuclear,1.0,Image Classification,Self-Supervised,1.8,RNN,1.6,30,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,TPU_v3,0.7,12.342857142857143,8.64,8.64,0
Nuclear,1.0,Image Classification,Supervised,1.2,Transformer,2.2,60,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,TPU_v4,0.6,5.28,3.168,3.168,0
Solar,0.5,Autonomous Driving,Self-Supervised,1.8,Decision Tree,1.2,20,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,TPU_v4,0.6,2.8800000000000003,1.7280000000000002,0.8640000000000001,0
Solar,0.5,Autonomous Driving,Reinforcement,2.0,CNN,1.8,90,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,Tesla_T4,1.1,14.13818181818182,15.552000000000003,7.776000000000002,0
Coal,2.5,Speech Recognition,Reinforcement,2.0,RNN,1.6,20,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,TPU_v4,0.6,23.04000000000001,13.824000000000003,34.56000000000002,1
Solar,0.5,Autonomous Driving,Reinforcement,2.0,Naive Bayes,1.1,100,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,TPU_v3,0.7,3.771428571428572,2.64,1.32,0
Nuclear,1.0,Chatbot,Unsupervised,1.5,Random Forest,1.5,40,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,Tesla_T4,1.1,2.4545454545454546,2.7,2.7,0
Wind,0.3,Autonomous Driving,Reinforcement,2.0,SVM,1.3,20,Large,100.0,1.2,Numeric,0.8,Structured,1.0,RTX_3090,1.2,2.773333333333334,3.3280000000000007,0.9984000000000002,0
Nuclear,1.0,Chatbot,Unsupervised,1.5,Random Forest,1.5,10,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,Tesla_T4,1.1,2.4545454545454546,2.7,2.7,0
Natural Gas,2.0,Fraud Detection,Supervised,1.2,Transformer,2.2,10,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,TPU_v3,0.7,4.525714285714286,3.168,6.335999999999999,0
Wind,0.3,Image Classification,Unsupervised,1.5,Random Forest,1.5,70,Large,100.0,1.2,Numeric,0.8,Unstructured,1.5,TPU_v4,0.6,7.200000000000001,4.32,1.296,0
Natural Gas,2.0,Speech Recognition,Supervised,1.2,Transformer,2.2,50,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,V100,1.0,8.553600000000001,8.553600000000001,17.107200000000002,1
Solar,0.5,Fraud Detection,Unsupervised,1.5,Naive Bayes,1.1,50,Large,100.0,1.2,Video,2.0,Unstructured,1.5,TPU_v3,0.7,11.314285714285717,7.920000000000001,3.96,0
Coal,2.5,Chatbot,Self-Supervised,1.8,CNN,1.8,30,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,V100,1.0,9.72,9.72,24.3,1
Coal,2.5,Video Processing,Reinforcement,2.0,Random Forest,1.5,70,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,Tesla_T4,1.1,11.781818181818185,12.960000000000004,32.40000000000001,1
Wind,0.3,Fraud Detection,Self-Supervised,1.8,Decision Tree,1.2,50,Medium,10.0,1.0,Image,1.5,Structured,1.0,A100,0.8,4.859999999999999,3.888,1.1664,0
Wind,0.3,Image Classification,Reinforcement,2.0,RNN,1.6,100,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,TPU_v4,0.6,5.12,3.072,0.9216,0
Solar,0.5,Speech Recognition,Reinforcement,2.0,Transformer,2.2,90,Medium,10.0,1.0,Video,2.0,Structured,1.0,V100,1.0,10.56,10.56,5.28,0
Solar,0.5,Video Processing,Unsupervised,1.5,Transformer,2.2,10,Medium,10.0,1.0,Video,2.0,Unstructured,1.5,TPU_v3,0.7,11.314285714285717,7.920000000000001,3.96,0
Hydro,0.7,Speech Recognition,Self-Supervised,1.8,Naive Bayes,1.1,80,Medium,10.0,1.0,Image,1.5,Structured,1.0,RTX_3090,1.2,1.9800000000000004,2.3760000000000003,1.6632000000000002,0
Hydro,0.7,Fraud Detection,Reinforcement,2.0,SVM,1.3,100,Medium,10.0,1.0,Image,1.5,Structured,1.0,A100,0.8,3.9,3.12,2.184,0
Coal,2.5,Image Classification,Supervised,1.2,Transformer,2.2,40,Medium,10.0,1.0,Audio,1.8,Structured,1.0,Tesla_T4,1.1,5.184,5.702400000000001,14.256000000000002,1
